run	family	rung	budget	consensus_n	prediction	bound
fmeschia_Focus_AutoFocus_20220422_220015_attempt01	B	0.50	1	0	N/A	budget-0 row (nothing to suppress)
fmeschia_Focus_AutoFocus_20220422_220015_attempt01	B	0.50	2	0	N/A	budget-0 row (nothing to suppress)
fmeschia_Focus_AutoFocus_20220422_220015_attempt01	B	0.50	3	0	N/A	budget-0 row (nothing to suppress)
fmeschia_Focus_AutoFocus_20220422_220015_attempt01	B	1.00	1	0	N/A	budget-0 row (nothing to suppress)
fmeschia_Focus_AutoFocus_20220422_220015_attempt01	B	1.00	2	0	N/A	budget-0 row (nothing to suppress)
fmeschia_Focus_AutoFocus_20220422_220015_attempt01	B	1.00	3	0	N/A	budget-0 row (nothing to suppress)
lumos_AutoFocus_20260708_231255_attempt01	A	0.00	1	0	N/A	budget-0 row (nothing to suppress)
lumos_AutoFocus_20260708_231255_attempt01	A	0.00	2	2	INDETERMINATE	one of printed budget rows 0..2 (other 3 models' scales are not printed)
lumos_AutoFocus_20260708_231255_attempt01	A	0.00	3	3	INDETERMINATE	one of printed budget rows 0..3 (other 3 models' scales are not printed)
lumos_AutoFocus_20260708_231255_attempt01	A	0.25	1	0	N/A	budget-0 row (nothing to suppress)
lumos_AutoFocus_20260708_231255_attempt01	A	0.25	2	2	INDETERMINATE	one of printed budget rows 0..2 (other 3 models' scales are not printed)
lumos_AutoFocus_20260708_231255_attempt01	A	0.25	3	3	INDETERMINATE	one of printed budget rows 0..3 (other 3 models' scales are not printed)
lumos_AutoFocus_20260708_231255_attempt01	A	0.50	1	0	N/A	budget-0 row (nothing to suppress)
lumos_AutoFocus_20260708_231255_attempt01	A	0.50	2	2	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
lumos_AutoFocus_20260708_231255_attempt01	A	0.50	3	3	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
lumos_AutoFocus_20260708_231255_attempt01	A	1.00	1	0	N/A	budget-0 row (nothing to suppress)
lumos_AutoFocus_20260708_231255_attempt01	A	1.00	2	2	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
lumos_AutoFocus_20260708_231255_attempt01	A	1.00	3	3	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
lumos_AutoFocus_20260708_231255_attempt01	B	0.50	1	0	N/A	budget-0 row (nothing to suppress)
lumos_AutoFocus_20260708_231255_attempt01	B	0.50	2	2	INDETERMINATE	one of printed budget rows 0..2 (other 3 models' scales are not printed)
lumos_AutoFocus_20260708_231255_attempt01	B	0.50	3	3	INDETERMINATE	one of printed budget rows 0..3 (other 3 models' scales are not printed)
lumos_AutoFocus_20260708_231255_attempt01	B	1.00	1	0	N/A	budget-0 row (nothing to suppress)
lumos_AutoFocus_20260708_231255_attempt01	B	1.00	2	2	INDETERMINATE	one of printed budget rows 0..2 (other 3 models' scales are not printed)
lumos_AutoFocus_20260708_231255_attempt01	B	1.00	3	3	INDETERMINATE	one of printed budget rows 0..2 (other 3 models' scales are not printed)
mccomiskey_attempt01	A	0.00	1	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	A	0.00	2	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	A	0.00	3	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	A	0.25	1	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	A	0.25	2	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	A	0.25	3	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	A	0.50	1	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	A	0.50	2	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	A	0.50	3	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	A	1.00	1	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	A	1.00	2	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	A	1.00	3	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	B	0.50	1	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	B	0.50	2	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	B	0.50	3	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	B	1.00	1	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	B	1.00	2	0	N/A	budget-0 row (nothing to suppress)
mccomiskey_attempt01	B	1.00	3	0	N/A	budget-0 row (nothing to suppress)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	0.00	1	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	0.00	2	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	0.00	3	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	0.25	1	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	0.25	2	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	0.25	3	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	0.50	1	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	0.50	2	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	0.50	3	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	1.00	1	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	1.00	2	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	A	1.00	3	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	B	0.50	1	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	B	0.50	2	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	B	0.50	3	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	B	1.00	1	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	B	1.00	2	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
mufti_AutoFocus_20260607_030642-20260615T214722Z-3-001_attempt01	B	1.00	3	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
muggsie_AutoFocus_20220526_025003_attempt01	A	0.00	1	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	A	0.00	2	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	A	0.00	3	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	A	0.25	1	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	A	0.25	2	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	A	0.25	3	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	A	0.50	1	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	A	0.50	2	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	A	0.50	3	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	A	1.00	1	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	A	1.00	2	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	A	1.00	3	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	B	0.50	1	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	B	0.50	2	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	B	0.50	3	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	B	1.00	1	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	B	1.00	2	0	N/A	budget-0 row (nothing to suppress)
muggsie_AutoFocus_20220526_025003_attempt01	B	1.00	3	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	0.00	1	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	0.00	2	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	0.00	3	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	0.25	1	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	0.25	2	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	0.25	3	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	0.50	1	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	0.50	2	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	0.50	3	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	1.00	1	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	1.00	2	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	A	1.00	3	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	B	0.50	1	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	B	0.50	2	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	B	0.50	3	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	B	1.00	1	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	B	1.00	2	0	N/A	budget-0 row (nothing to suppress)
standard_example1_attempt01	B	1.00	3	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	0.00	1	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	0.00	2	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	0.00	3	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	0.25	1	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	0.25	2	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	0.25	3	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	0.50	1	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	0.50	2	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	0.50	3	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	1.00	1	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	1.00	2	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	A	1.00	3	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	B	0.50	1	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	B	0.50	2	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	B	0.50	3	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	B	1.00	1	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	B	1.00	2	0	N/A	budget-0 row (nothing to suppress)
timmer_5_AutoFocus_20260614_021244_attempt01	B	1.00	3	0	N/A	budget-0 row (nothing to suppress)
toml999_attempt01	A	0.00	1	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
toml999_attempt01	A	0.00	2	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
toml999_attempt01	A	0.00	3	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
toml999_attempt01	A	0.25	1	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
toml999_attempt01	A	0.25	2	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
toml999_attempt01	A	0.25	3	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
toml999_attempt01	A	0.50	1	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
toml999_attempt01	A	0.50	2	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
toml999_attempt01	A	0.50	3	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
toml999_attempt01	A	1.00	1	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
toml999_attempt01	A	1.00	2	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
toml999_attempt01	A	1.00	3	1	SUPPRESSED	= printed budget-0 row (EXACT: the printed model is one of the four consensus candidates, so the intersection is empty)
toml999_attempt01	B	0.50	1	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
toml999_attempt01	B	0.50	2	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
toml999_attempt01	B	0.50	3	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
toml999_attempt01	B	1.00	1	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
toml999_attempt01	B	1.00	2	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
toml999_attempt01	B	1.00	3	1	INDETERMINATE	one of printed budget rows 0..1 (other 3 models' scales are not printed)
uneven_attempt01	A	0.00	1	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	A	0.00	2	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	A	0.00	3	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	A	0.25	1	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	A	0.25	2	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	A	0.25	3	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	A	0.50	1	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	A	0.50	2	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	A	0.50	3	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	A	1.00	1	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	A	1.00	2	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	A	1.00	3	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	B	0.50	1	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	B	0.50	2	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	B	0.50	3	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	B	1.00	1	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	B	1.00	2	0	N/A	budget-0 row (nothing to suppress)
uneven_attempt01	B	1.00	3	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	0.00	1	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	0.00	2	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	0.00	3	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	0.25	1	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	0.25	2	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	0.25	3	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	0.50	1	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	0.50	2	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	0.50	3	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	1.00	1	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	1.00	2	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	A	1.00	3	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	B	0.50	1	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	B	0.50	2	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	B	0.50	3	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	B	1.00	1	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	B	1.00	2	0	N/A	budget-0 row (nothing to suppress)
vsn07_AutoFocus_20260714_213204_attempt01	B	1.00	3	0	N/A	budget-0 row (nothing to suppress)
